userID,artistID,weight,artist_name,relative_plays,cumulative_share
8,334,6291,No Angels,0.17340610270404366,0.17340610270404366
8,335,2396,Sandy,0.06604371675073734,0.239449819454781
8,289,2258,Britney Spears,0.06223986328178836,0.3016896827365694
8,336,1735,Vanessa Petruo,0.04782380991758318,0.34951349265415255
8,295,1425,Beyoncé,0.03927892169023402,0.38879241434438655
8,337,1407,Alexander,0.03878276688993633,0.42757518123432287
8,296,1039,Sugababes,0.028639157639405718,0.4562143388737286
8,338,963,Queensberry,0.02654428181592657,0.48275862068965514
8,89,921,Lady Gaga,0.025386587281898618,0.5081452079715537
8,339,819,Fady Maalouf,0.022575043413545028,0.5307202513850987
8,340,800,Cher,0.02205132445767524,0.5527715758427739
8,341,794,Barbara Schöneberger,0.021885939524242674,0.5746575153670166
8,292,783,Christina Aguilera,0.02158273381294964,0.5962402491799662
8,342,753,Colbie Caillat,0.02075580914578682,0.616996058325753
8,298,613,Lily Allen,0.016896827365693652,0.6338928856914466
8,343,588,Annett Louisan,0.0162077234763913,0.650100609167838
8,265,581,Céline Dion,0.016014774387386643,0.6661153835552246
8,323,578,The Saturdays,0.01593208192067036,0.682047465475895
8,344,553,Taylor Swift,0.01524297803136801,0.697290443507263
8,345,527,Nadja Benaissa,0.014526309986493563,0.7118167534937565
8,346,520,Lena,0.014333360897488906,0.7261501143912454
8,347,505,Cassandra Steen,0.013919898563907495,0.740070012955153
8,348,504,Wir sind Helden,0.013892334408335401,0.7539623473634883
8,349,494,The Pussycat Dolls,0.01361669285261446,0.7675790402161028
8,350,494,Monrose,0.01361669285261446,0.7811957330687173
8,257,479,Mariah Carey,0.013203230519033049,0.7943989635877503
8,351,456,Gabrielle,0.012569254940874887,0.8069682185286252
8,302,432,P!nk,0.011907715207144629,0.8188759337357698
8,288,428,Rihanna,0.011797458584856252,0.8306733923206261
8,352,417,Cheryl Cole,0.011494252873563218,0.8421676451941893
8,291,402,Kelly Clarkson,0.011080790539981808,0.8532484357341711
8,353,400,Milow,0.01102566222883762,0.8642740979630087
8,354,389,Sarah Connor,0.010722456517544585,0.8749965544805532
8,355,361,Jason Mraz,0.009950660161525952,0.8849472146420791
8,97,354,Duffy,0.009757711072521293,0.8947049257146005
8,311,353,Natasha Bedingfield,0.0097301469169492,0.9044350726315497
8,356,350,Brad Paisley,0.009647454450232917,0.9140825270817826
8,300,347,Katy Perry,0.009564761983516634,0.9236472890652992
8,357,345,Silbermond,0.009509633672372448,0.9331569227376717
8,358,280,Diyana,0.0077179635601863335,0.940874886297858
8,359,277,Maria Mena,0.007635271093470052,0.948510157391328
8,360,257,Shania Twain,0.0070839879820281705,0.9555941453733562
8,361,253,Jennifer Chung,0.006973731359739795,0.962567876733096
8,251,235,Whitney Houston,0.006477576559442102,0.9690454532925381
8,362,229,A Fine Frenzy,0.006312191626009538,0.9753576449185476
8,363,185,Lucylicious,0.005099368780837399,0.980457013699385
8,71,181,Dido,0.004989112158549023,0.985446125857934
8,364,178,Sugarland,0.004906419691832741,0.9903525455497667
8,365,177,Christina Stürmer,0.004878855536260647,0.9952314010860274
8,366,173,Jack Johnson,0.004768598913972271,0.9999999999999997
