distancia_centro_km,densidad,tipo_crimen
0.0,0.0,homicidio
0.08101909440270494,0.0,homicidio
0.16203818880540988,0.0,homicidio
0.24305728320811482,0.0,homicidio
0.32407637761081975,0.0,homicidio
0.4050954720135247,0.0,homicidio
0.48611456641622963,0.0,homicidio
0.5671336608189346,0.0,homicidio
0.6481527552216395,0.0,homicidio
0.7291718496243444,0.0,homicidio
0.8101909440270494,0.0,homicidio
0.8912100384297543,0.0,homicidio
0.9722291328324593,0.0,homicidio
1.0532482272351642,0.0,homicidio
1.1342673216378691,0.0,homicidio
1.215286416040574,0.0,homicidio
1.296305510443279,0.0,homicidio
1.377324604845984,0.0,homicidio
1.458343699248689,0.0,homicidio
1.5393627936513938,0.0,homicidio
1.6203818880540988,0.00011086176356887093,homicidio
1.7014009824568037,0.0003699311112816017,homicidio
1.7824200768595087,0.0006658316212380297,homicidio
1.8634391712622136,0.0015932654242260197,homicidio
1.9444582656649185,0.0026295428150769438,homicidio
2.0254773600676232,0.003665820205927865,homicidio
2.1064964544703284,0.004702097596778792,homicidio
2.1875155488730336,0.005738374987629721,homicidio
2.2685346432757383,0.006774652378480639,homicidio
2.349553737678443,0.008056257393348004,homicidio
2.430572832081148,0.009351604131911669,homicidio
2.5115919264838533,0.010646950870475326,homicidio
2.592611020886558,0.011942297609038973,homicidio
2.6736301152892628,0.013237644347602625,homicidio
2.754649209691968,0.014532991086166281,homicidio
2.835668304094673,0.01582833782472995,homicidio
2.916687398497378,0.01712368456329359,homicidio
2.9977064929000825,0.01841903130185724,homicidio
3.0787255873027877,0.019590761170228017,homicidio
3.159744681705493,0.020367969213366217,homicidio
3.2407637761081975,0.02133185914845892,homicidio
3.3217828705109023,0.0212520652751065,homicidio
3.4028019649136074,0.02073392657968104,homicidio
3.4838210593163126,0.02021578788425558,homicidio
3.5648401537190173,0.02008303424401603,homicidio
3.645859248121722,0.02008303424401603,homicidio
3.726878342524427,0.02008303424401603,homicidio
3.8078974369271323,0.019690485652927997,homicidio
3.888916531329837,0.01917234695750254,homicidio
3.9699356257325418,0.01865420826207707,homicidio
4.0509547201352465,0.01813606956665161,homicidio
4.131973814537952,0.017617930871226144,homicidio
4.212992908940657,0.017099792175800686,homicidio
4.2940120033433615,0.016581653480375217,homicidio
4.375031097746067,0.016131435152542704,homicidio
4.456050192148772,0.015872365804829983,homicidio
4.537069286551477,0.01562605156374126,homicidio
4.618088380954181,0.01562605156374126,homicidio
4.699107475356886,0.015476015141938386,homicidio
4.780126569759592,0.015627821440910027,homicidio
4.861145664162296,0.016145960136335492,homicidio
4.942164758565001,0.016664098831760957,homicidio
5.023183852967707,0.016607680730704316,homicidio
5.104202947370411,0.016094616000158306,homicidio
5.185222041773116,0.016002686197453344,homicidio
5.266241136175821,0.01642760571524243,homicidio
5.3472602305785255,0.01730178981424139,homicidio
5.428279324981231,0.01857522962911437,homicidio
5.509298419383936,0.02030264925416703,homicidio
5.5903175137866405,0.022690677446283877,homicidio
5.671336608189346,0.02564715653326327,homicidio
5.752355702592051,0.029169752241080666,homicidio
5.833374796994756,0.03307585155382531,homicidio
5.91439389139746,0.036702822421803526,homicidio
5.995412985800165,0.04044800359781916,homicidio
6.076432080202871,0.044596533408745455,homicidio
6.157451174605575,0.04893695280149381,homicidio
6.23847026900828,0.05356531750199598,homicidio
6.319489363410986,0.058497919453425945,homicidio
6.40050845781369,0.06384930425271362,homicidio
6.481527552216395,0.06964432951081621,homicidio
6.5625466466191,0.07612106320363445,homicidio
6.6435657410218045,0.08221906535794266,homicidio
6.72458483542451,0.08777805180632542,homicidio
6.805603929827215,0.09269786584774392,homicidio
